"Name","Description","Sale PRice","MRP","Measuring Unit","Category1","Sub Category1","Image1","Image2","Image3","Image4","Image5"
"Liftening Lightning Peel, 30 ml"," Contents : Glycolic acid 20%, Arginine 20%, Lactic acid 20%, Kojic acid 5%, Citric acid 3%, Mandelic acid 10%                                                                                                                                                 Key Benefits : It has a lightening action and restores luminosity to the skin. It is exfoliant,  keratolytic and regenerating  ","899","2250","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/84ff6304-46d6-459e-8844-0b7dbc44be04/Liftning_Lightening_Peel_mockup.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/84ff6304-46d6-459e-8844-0b7dbc44be04/Liftening_Lightning_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/84ff6304-46d6-459e-8844-0b7dbc44be04/Liftening_Lightning_Peel_01_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/84ff6304-46d6-459e-8844-0b7dbc44be04/Liftening_Lightning_Peel_02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/84ff6304-46d6-459e-8844-0b7dbc44be04/Liftening_Lightning_Peel_04_.png"
"Lip Peel , 30 ml"," Contents : Arginine 5%, Vitamin C 20%, Vitamin E                                                                                   Key Benefits : Removes dead skin cells and  improves lip smoothness and brightness. A lip
 peel can help to stimulate collagen and fullness. Lip peel can help to bring them back to their natural coloring.
  ","899","2250","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/47ccbc73-a81b-4385-8a52-85ab2e23ba7e/Lip_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/47ccbc73-a81b-4385-8a52-85ab2e23ba7e/Lip_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/47ccbc73-a81b-4385-8a52-85ab2e23ba7e/Lip_Peel_01_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/47ccbc73-a81b-4385-8a52-85ab2e23ba7e/Lip_Peel_02_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/47ccbc73-a81b-4385-8a52-85ab2e23ba7e/Lip_Peel_04_.png"
"Mandelic Acnil Peel, 30 ml"," Contents : Mandalic Acid 20% , Salicylic Acid 15%, Glycolic Acid 20%                                            Key Benefits : Improves skin appearance. Helps Remove acne, fine lines, wrinkles, and dull
 complexion.
 ","899","1950","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/85bc1feb-6998-4c35-9fab-cc0d88542c53/Mandelic_Ancil_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/85bc1feb-6998-4c35-9fab-cc0d88542c53/Mandelic_Acnil_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/85bc1feb-6998-4c35-9fab-cc0d88542c53/Mandelic_Acnil_Peel_01_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/85bc1feb-6998-4c35-9fab-cc0d88542c53/Mandelic_Acnil_Peel_02_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/85bc1feb-6998-4c35-9fab-cc0d88542c53/Mandelic_Acnil_Peel_04_.png"
"Mandelic G Peel, 30 ml"," Contents : Mandelic Acid 20%, Glycolic acid 5%                                                                                          Key Benefits : Prevents spots , antiaging benefits ,  treats Acne safe for sensitive skin. It reduces brown  sunspots and evens skin tone. Reduces Fine Lines  and Wrinkles. Brightens and Smooths complexion. ","899","1575","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/4a204151-a7a7-42e0-b997-556bcdf466a6/mandelic_G_peel.jpg","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/4a204151-a7a7-42e0-b997-556bcdf466a6/Mandelic_G_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/4a204151-a7a7-42e0-b997-556bcdf466a6/Mandelic_G_Peel_01.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/4a204151-a7a7-42e0-b997-556bcdf466a6/Mandelic_G_Peel_02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/4a204151-a7a7-42e0-b997-556bcdf466a6/Mandelic_G_Peel_04.png"
"Mandelic L Peel, 30 ml"," Contents : Mandalic Acid 35% , Lactic acid 20%                                                                                       
Key Benefits : Prevents spots , antiaging benefits ,  treats Acne safe for sensitive skin. improving skin  texture and tone. smoothing fine lines and surface  wrinkles unblocking and cleansing pores. ","899","1950","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/02f3452e-1890-4409-b3a8-8fceb8e1e926/mandelic_L_peel.jpg","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/02f3452e-1890-4409-b3a8-8fceb8e1e926/Mandelic_L_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/02f3452e-1890-4409-b3a8-8fceb8e1e926/Mandelic_L_Peel_01.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/02f3452e-1890-4409-b3a8-8fceb8e1e926/Mandelic_L_Peel_02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/02f3452e-1890-4409-b3a8-8fceb8e1e926/Mandelic_L_Peel_04.png"
"Mandelic Peel 10%, 30 ml"," Contents :10% Mandelic Acid                                                                                                                            
 Key Benefits : Prevents spots , antiaging  benefits , treats Acne safe for sensitive skin.
  ","450","900","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/c9098f58-9ac7-492e-9a76-8049c5bc9209/Mandelic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/c9098f58-9ac7-492e-9a76-8049c5bc9209/Mandelic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/c9098f58-9ac7-492e-9a76-8049c5bc9209/Mandelic_Peel_10__01.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/c9098f58-9ac7-492e-9a76-8049c5bc9209/Mandelic_Peel_10__02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/c9098f58-9ac7-492e-9a76-8049c5bc9209/Mandelic_Peel_10__04.png"
"Mandelic Peel 20%, 30 ml"," Contents :20% Mandelic Acid                                                                                                                            
 Key Benefits : Prevents spots , antiaging  benefits , treats Acne safe for sensitive skin. ","599","1200","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/75780445-9fb6-41e6-b28f-61fab30e88c5/Mandelic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/75780445-9fb6-41e6-b28f-61fab30e88c5/Mandelic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/75780445-9fb6-41e6-b28f-61fab30e88c5/Mandelic_Peel_20___01.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/75780445-9fb6-41e6-b28f-61fab30e88c5/Mandelic_Peel_20__04.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/75780445-9fb6-41e6-b28f-61fab30e88c5/Mandelic_Peel_10__02.png"
"Mandelic Peel 30%, 30 ml"," Contents :30% Mandelic Acid                                                                                                                            
 Key Benefits : Prevents spots , antiaging  benefits , treats Acne safe for sensitive skin. ","650","1350","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/6a3d89e7-f576-46fc-aa3d-38aab8b4b79a/Mandelic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/6a3d89e7-f576-46fc-aa3d-38aab8b4b79a/Mandelic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/6a3d89e7-f576-46fc-aa3d-38aab8b4b79a/Mandelic_Peel_30___01.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/6a3d89e7-f576-46fc-aa3d-38aab8b4b79a/Mandelic_Peel_30___02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/6a3d89e7-f576-46fc-aa3d-38aab8b4b79a/Mandelic_Peel_30__04.png"
"Mandelic Peel 40%, 30 ml"," Contents :40% Mandelic Acid                                                                                                                            
 Key Benefits : Prevents spots , antiaging  benefits , treats Acne safe for sensitive skin. ","699","1500","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/288ef57a-d274-4b35-942c-c2b374bbc47d/Mandelic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/288ef57a-d274-4b35-942c-c2b374bbc47d/Mandelic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/288ef57a-d274-4b35-942c-c2b374bbc47d/Mandelic_Peel_40___2_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/288ef57a-d274-4b35-942c-c2b374bbc47d/Mandelic_Peel_40__04.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/288ef57a-d274-4b35-942c-c2b374bbc47d/Mandelic_Peel_40_.png"
"Mandelic Peel 50%, 30 ml"," Contents :40% Mandelic Acid                                                                                                                            
 Key Benefits : Prevents spots , antiaging  benefits , treats Acne safe for sensitive skin. ","699","1650","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/b70ae7be-e33c-484f-b64d-6f32a15a1dc6/Mandelic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/b70ae7be-e33c-484f-b64d-6f32a15a1dc6/Mandelic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/b70ae7be-e33c-484f-b64d-6f32a15a1dc6/Mandelic_Peel_50__01.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/b70ae7be-e33c-484f-b64d-6f32a15a1dc6/Mandelic_Peel_50__02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/b70ae7be-e33c-484f-b64d-6f32a15a1dc6/Mandelic_Peel_50__04.png"
"Mandelic Peel 70%, 30 ml"," Contents :70% Mandelic Acid                                                                                                                            
 Key Benefits : Prevents spots , antiaging  benefits , treats Acne safe for sensitive skin. ","899","1800","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/f2ff9eb4-aa97-4d94-80de-a30b629553bf/Mandelic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/f2ff9eb4-aa97-4d94-80de-a30b629553bf/Mandelic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/f2ff9eb4-aa97-4d94-80de-a30b629553bf/Mandelic_70-3.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/f2ff9eb4-aa97-4d94-80de-a30b629553bf/Mandelic_70-4.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/f2ff9eb4-aa97-4d94-80de-a30b629553bf/Mandelic-70-1.png"
"Melasmonil Peel, 30 ml"," Contents : Glycolic Acid 10%, Lactic Acid 15%, Citric Acid 10%, Kojic Acid 10%                         Key Benefits :  It can help with melasma, sun  spots and post-inflammatory  hyperpigmentation1. It can also help with  firming, brightening, tightening and lightening
 skin.
 ","899","1950","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/a8c7323b-e8a1-4b29-9372-0796b2f45d49/Melasmonil_peel.jpg","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/a8c7323b-e8a1-4b29-9372-0796b2f45d49/Melasmonil_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/a8c7323b-e8a1-4b29-9372-0796b2f45d49/Melasmonil_Peel_01_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/a8c7323b-e8a1-4b29-9372-0796b2f45d49/Melasmonil_Peel_02_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/a8c7323b-e8a1-4b29-9372-0796b2f45d49/Melasmonil_Peel_04_.png"
"Melas Peel, 30 ml"," Contents : Lactic acid 20%, TCA 10%, Citric acid 10%, Hydrquinone 2%, Kojic acid 1%         Key Benefits : Specially treats melasma  Improves skin texture and tone Treatment hyperpigmentation and sun burn.
 ","950","2850","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/1d43f701-a2c8-42df-8efe-cb7fbc6f3fbd/Melas_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/1d43f701-a2c8-42df-8efe-cb7fbc6f3fbd/Melas_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/1d43f701-a2c8-42df-8efe-cb7fbc6f3fbd/Melas_Peel_01_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/1d43f701-a2c8-42df-8efe-cb7fbc6f3fbd/Melas_Peel_02_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/1d43f701-a2c8-42df-8efe-cb7fbc6f3fbd/Melas_Peel_04_.png"
"Milk Peel, 30 ml"," Contents : Kojic acid 10%, Lactic acid 8% ,Vitamin 'C' 10%                                                                 
 Key Benefits : The milk peel can be used to treat  acne, enlarge pores, dull and dry skin, wrinkles,  pigmentation or sun damage.
  ","899","1950","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/76c2b9f0-cc32-4aca-95cc-663093af0e7c/Milk_peel.jpg","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/76c2b9f0-cc32-4aca-95cc-663093af0e7c/Milk_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/76c2b9f0-cc32-4aca-95cc-663093af0e7c/Milk_Peel_01.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/76c2b9f0-cc32-4aca-95cc-663093af0e7c/Milk_Peel_02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/76c2b9f0-cc32-4aca-95cc-663093af0e7c/Milk_Peel_04_.png"
"Neutralizer 100ml","  ","250","","BTL","Misc","","","","","",""
"Neutralizer , 30 ml"," Key Benefits : Post Chemical Peel Neutralizer
 spray ends the peeling process and helps your
 skin get its optimal pH balance back again ","125","375","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/1bb239eb-ae1c-4eff-8935-131f5a22a0b2/Neutralizer_1.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/1bb239eb-ae1c-4eff-8935-131f5a22a0b2/Neutralizer_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/1bb239eb-ae1c-4eff-8935-131f5a22a0b2/Neutralizer_2.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/1bb239eb-ae1c-4eff-8935-131f5a22a0b2/Neutralizer_3.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/1bb239eb-ae1c-4eff-8935-131f5a22a0b2/Neutralizer_4.png"
"Niacinamide Serum , 30 ml"," Contents : Vitamin B3 10%, Vitamin C 20%,   Benefits :  Support Skin Barrier, Increases its Resiliency and improves texture by making pores look smaller, Helps balance Oil production. ","450","1350","UNT","Serums","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ea89bea0-cc5f-4a19-afa9-b2c6ab8601ca/Niacinamide_serum.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ea89bea0-cc5f-4a19-afa9-b2c6ab8601ca/Niacinamide_-_3.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ea89bea0-cc5f-4a19-afa9-b2c6ab8601ca/Niacinamide_-_4.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ea89bea0-cc5f-4a19-afa9-b2c6ab8601ca/Niacinamide_-2.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ea89bea0-cc5f-4a19-afa9-b2c6ab8601ca/10__Niacinamide_Serum.png"
"Nomelan Fenol Light (Body Peel) , 30ml"," Contents : 15% TCA, 8% Phenol                                                                                                                       Key Benefits : It removes the dirt and debris filled  up in the pores. it also stimulates the cell renewal  in the skin. This ingredient of nomelan phenol  peel works on the appearance and quality of the  skin in totality.
  ","950","2250","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/3da03a92-9477-42dc-9259-d89f3e2db501/Nomelan_Fenol_Light__Body_Peel_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/3da03a92-9477-42dc-9259-d89f3e2db501/Nomelan_Fenol_Light__Body_Peel__PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/3da03a92-9477-42dc-9259-d89f3e2db501/Nomelan_Fenol_Light__Body_Peel__04.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/3da03a92-9477-42dc-9259-d89f3e2db501/Nomelan_Fenol_Light__Body_Peel__02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/3da03a92-9477-42dc-9259-d89f3e2db501/Nomelan_Fenol_Light__Body_Peel__01_.png"
"Nomelan Fenol Light (Face Peel),30ml"," Contents :10% TCA, 4% Phenol Key Benefits : It removes the dirt and debris filled
 up in the pores. it also stimulates the cell renewal  in the skin. This ingredient of nomelan phenol  peel works on the appearance and quality of the  skin in totality.
  ","899","1950","UNT","Combination Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ada9d43d-e734-4836-b62a-4881662a9a86/Nomelan_Fenol_Light__Body_Peel_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ada9d43d-e734-4836-b62a-4881662a9a86/Nomelan_Fenol_Light__Face_Peel__PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ada9d43d-e734-4836-b62a-4881662a9a86/Nomelan_Fenol_Light__Face_Peel__04.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ada9d43d-e734-4836-b62a-4881662a9a86/Nomelan_Fenol_Light__Face_Peel__02.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/ada9d43d-e734-4836-b62a-4881662a9a86/Nomelan_Fenol_Light__Face_Peel__01.png"
"Lactic Peel 50%, 30 ml"," Contents : 50% Lactic Acid                                                                                                                                 
Key Benefits : It helps in improving skin texture  and tone. smoothing fine lines and surface
 wrinkles unblocking and cleansing pores ","699","1500","UNT","Peels","","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/5937c5d5-cf36-4956-af86-6931a42c57d2/Lactic_Peel.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/5937c5d5-cf36-4956-af86-6931a42c57d2/Lactic_Peel_PD.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/5937c5d5-cf36-4956-af86-6931a42c57d2/Lactic_Peel_50___1_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/5937c5d5-cf36-4956-af86-6931a42c57d2/Lactic_Peel_50___2_.png","https://prod-flobooks-public.s3.amazonaws.com/uploads/thumbnail/thumbnail_images/5937c5d5-cf36-4956-af86-6931a42c57d2/Lactic_Peel_50___4_.png"
